中文名称,country,iso3,iso2,date,Debt,Equity,Total
塞尔维亚,Serbia,SRB,RS,2019-12,-101.132395,-3.334035,-104.46643
斯洛伐克,Slovakia,SVK,SK,2019-12,-50.899601,0.0,-50.899601
斯洛文尼亚,Slovenia,SVN,SI,2019-12,-268.1675485,-2.444959,-270.6125075
南非,South Africa,ZAF,ZA,2019-12,1201.952352840615,-158.149802405344,1043.802550435271
斯里兰卡,Sri Lanka,LKA,LK,2019-12,16.68,-4.582105722494454,12.09789427750555
泰国,Thailand,THA,TH,2019-12,112.44,-380.37,-267.93
土耳其,Türkiye,TUR,TR,2019-12,283.0,89.0,372.0
乌克兰,Ukraine,UKR,UA,2019-12,528.0,-15.0,513.0
巴西,Brazil,BRA,BR,2019-02,5796.383404529999,-1471.363763240001,4325.019641289998
保加利亚,Bulgaria,BGR,BG,2019-02,3.973739339242917,1.241097822923333,5.214837162166249
智利,Chile,CHL,CL,2019-02,-205.9538873647271,209.8342560112494,3.8803686465223
中国,China,CHN,CN,2019-02,-371.16139582136,9546.23954641517,9175.07815059381
克罗地亚,Croatia,HRV,HR,2019-02,102.841419,-3.178322,99.66309700000001
捷克,Czechia,CZE,CZ,2019-02,828.0974232262612,-9.133427462054351,818.9639957642069
新兴市场,,,,2019-02,4460.783354921486,14069.34643995481,18530.12979487629
爱沙尼亚,Estonia,EST,EE,2019-02,5.221529,-12.032219,-6.810690000000001
匈牙利,Hungary,HUN,HU,2019-02,-789.1319480000001,-3.2918335,-792.4237815000001
印度,India,IND,IN,2019-02,-847.6748238415578,2417.74676222586,1570.071938384302
韩国,Korea (Republic of),KOR,KR,2019-02,1111.8,1734.0,2845.8
拉脱维亚,Latvia,LVA,LV,2019-02,759.3919350000001,13.62138,773.0133150000001
黎巴嫩,Lebanon,LBN,LB,2019-02,-397.37,68.97,-328.4
立陶宛,Lithuania,LTU,LT,2019-02,67.652854,-1.2486265,66.4042275
马来西亚,Malaysia,MYS,MY,2019-02,1115.930920482763,,
墨西哥,Mexico,MEX,MX,2019-02,-655.9,1028.1,372.1999999999999
蒙古,Mongolia,MNG,MN,2019-02,77.23986,-0.05763,77.18222999999999
北马其顿,,,,2019-02,-25.880622,-0.1135115,-25.9941335
巴基斯坦,Pakistan,PAK,PK,2019-02,0.0086623,0.501075,0.5097373000000001
菲律宾,Philippines,PHL,PH,2019-02,1.624646758818358,341.4080086423747,343.0326554011931
波兰,Poland,POL,PL,2019-02,-2440.0,230.0,-2210.0
罗马尼亚,Romania,ROU,RO,2019-02,211.0178785,-78.89049250000001,132.127386
塞尔维亚,Serbia,SRB,RS,2019-02,3.405345000000001,-2.27023,1.135115
斯洛伐克,Slovakia,SVK,SK,2019-02,154.148617,0.0,154.148617
斯洛文尼亚,Slovenia,SVN,SI,2019-02,-2112.1084805,-4.767483,-2116.8759635
南非,South Africa,ZAF,ZA,2019-02,-1.449735999964722,34.06879599917097,32.61905999920624
斯里兰卡,Sri Lanka,LKA,LK,2019-02,94.54601431200993,-14.73694345988339,79.80907085212654
泰国,Thailand,THA,TH,2019-02,-127.87,-85.3,-213.17
土耳其,Türkiye,TUR,TR,2019-02,2028.0,136.0,2164.0
乌克兰,Ukraine,UKR,UA,2019-02,74.0,-6.0,68.0
巴西,Brazil,BRA,BR,2019-01,1901.259926579999,3513.24745254,5414.507379119999
保加利亚,Bulgaria,BGR,BG,2019-01,-1.601295028843743,2.56048318402081,0.9591881551770665
智利,Chile,CHL,CL,2019-01,459.6420436971289,522.8793904517079,982.5214341488368
中国,China,CHN,CN,2019-01,3683.166316356625,17620.09889104711,21303.26520740373
克罗地亚,Croatia,HRV,HR,2019-01,-64.0460549999995,-1.36996909090908,-65.41602409090858
捷克,Czechia,CZE,CZ,2019-01,-2799.679558502828,-7.254439449908767,-2806.933997952736
新兴市场,,,,2019-01,9179.360776569365,28080.07312835621,37259.43390492558
爱沙尼亚,Estonia,EST,EE,2019-01,-1.25580499999999,2.62577409090907,1.36996909090908
匈牙利,Hungary,HUN,HU,2019-01,-288.3784936363614,56.0545686363632,-232.3239249999982
印度,India,IND,IN,2019-01,-13.73053300353566,-744.1872544343202,-757.9177874378558
韩国,Korea (Republic of),KOR,KR,2019-01,-3339.0,4343.2,1004.2
拉脱维亚,Latvia,LVA,LV,2019-01,42.2407136363633,13.6996909090908,55.9404045454541
黎巴嫩,Lebanon,LBN,LB,2019-01,-45.04,72.21,27.16999999999999
立陶宛,Lithuania,LTU,LT,2019-01,21.8053413636362,-0.9133127272727202,20.89202863636347
马来西亚,Malaysia,MYS,MY,2019-01,-570.8351043279796,,
墨西哥,Mexico,MEX,MX,2019-01,4699.1,518.4,5217.5
蒙古,Mongolia,MNG,MN,2019-01,274.9244,-0.05676,274.86764
北马其顿,,,,2019-01,-3.19659454545452,-0.68498454545454,-3.88157909090906
巴基斯坦,Pakistan,PAK,PK,2019-01,0.0,10.868809,10.868809
菲律宾,Philippines,PHL,PH,2019-01,1603.127837010535,1150.094094120881,2753.221931131416
波兰,Poland,POL,PL,2019-01,-4356.0,657.0,-3699.0
罗马尼亚,Romania,ROU,RO,2019-01,-470.8127109090872,-47.03560545454508,-517.8483163636323
塞尔维亚,Serbia,SRB,RS,2019-01,-44.5239954545451,0.0,-44.5239954545451
斯洛伐克,Slovakia,SVK,SK,2019-01,80.0290277272721,0.0,80.0290277272721
斯洛文尼亚,Slovenia,SVN,SI,2019-01,1678.897120909078,0.0,1678.897120909078
南非,South Africa,ZAF,ZA,2019-01,1981.893265566995,-1077.950246582049,903.9430189849465
斯里兰卡,Sri Lanka,LKA,LK,2019-01,72.49492913036798,-14.07345333940724,58.42147579096073
泰国,Thailand,THA,TH,2019-01,104.88,195.66,300.54
土耳其,Türkiye,TUR,TR,2019-01,4368.0,1300.0,5668.0
乌克兰,Ukraine,UKR,UA,2019-01,206.0,-5.0,201.0
巴西,Brazil,BRA,BR,2019-07,-1780.204419270002,4909.827260020001,3129.622840749998
保加利亚,Bulgaria,BGR,BG,2019-07,41.24734807636125,-1.231604453070247,40.015743623291
智利,Chile,CHL,CL,2019-07,246.5970872969916,782.6693989006901,1029.266486197682
中国,China,CHN,CN,2019-07,9029.479645006988,4868.235416189112,13897.7150611961
克罗地亚,Croatia,HRV,HR,2019-07,23.10988608695688,17.72505826086984,40.83494434782673
捷克,Czechia,CZE,CZ,2019-07,-8804.538670880527,160.1703098937759,-8644.368360986751
新兴市场,,,,2019-07,8355.3044721964,10463.13722262723,18818.44169482362
爱沙尼亚,Estonia,EST,EE,2019-07,50.14620913043557,6.28229913043488,56.42850826087044
匈牙利,Hungary,HUN,HU,2019-07,828.0294621739259,120.0367869565236,948.0662491304496
印度,India,IND,IN,2019-07,1370.888309108294,-1804.830117193896,-433.9418080856019
韩国,Korea (Republic of),KOR,KR,2019-07,2706.7,1803.4,4510.1
拉脱维亚,Latvia,LVA,LV,2019-07,213.149434782612,-21.3149434782612,191.8344913043508
黎巴嫩,Lebanon,LBN,LB,2019-07,-62.65,-16.83,-79.47999999999999
立陶宛,Lithuania,LTU,LT,2019-07,-8.52597739130448,-1.34620695652176,-9.87218434782624
马来西亚,Malaysia,MYS,MY,2019-07,1388.134141207321,,
墨西哥,Mexico,MEX,MX,2019-07,-1328.2,-94.7,-1422.9
蒙古,Mongolia,MNG,MN,2019-07,17.21159,-0.2495,16.96209
北马其顿,,,,2019-07,-53.51172652173997,-0.33655173913044,-53.84827826087041
巴基斯坦,Pakistan,PAK,PK,2019-07,0.0004087999999999884,33.856124,33.8565328
菲律宾,Philippines,PHL,PH,2019-07,-32.33386186565784,74.08903754486329,41.75517567920545
波兰,Poland,POL,PL,2019-07,-2689.0,-19.0,-2708.0
罗马尼亚,Romania,ROU,RO,2019-07,2453.349994347865,-91.31770521739273,2362.032289130472
塞尔维亚,Serbia,SRB,RS,2019-07,170.5195478260896,0.0,170.5195478260896
斯洛伐克,Slovakia,SVK,SK,2019-07,262.2859886956563,0.0,262.2859886956563
斯洛文尼亚,Slovenia,SVN,SI,2019-07,406.3301330434846,-2.355862173913081,403.9742708695715
南非,South Africa,ZAF,ZA,2019-07,-152.7064110021753,-881.3544840125546,-1034.06089501473
斯里兰卡,Sri Lanka,LKA,LK,2019-07,40.47635354482347,43.8725069556948,84.34886050051827
泰国,Thailand,THA,TH,2019-07,91.32,482.84,574.1600000000001
土耳其,Türkiye,TUR,TR,2019-07,1214.0,88.0,1302.0
乌克兰,Ukraine,UKR,UA,2019-07,2714.0,7.0,2721.0
巴西,Brazil,BRA,BR,2019-06,-2562.438641270001,1132.360833379999,-1430.077807890002
保加利亚,Bulgaria,BGR,BG,2019-06,51.3704385872584,-96.04914013238954,-44.67870154513114
智利,Chile,CHL,CL,2019-06,105.1170104892421,344.9087214559841,450.0257319452261
中国,China,CHN,CN,2019-06,10809.4422086831,13565.54838384187,24374.99059252496
克罗地亚,Croatia,HRV,HR,2019-06,996.868418,-18.63411,978.234308
捷克,Czechia,CZE,CZ,2019-06,7533.748014822652,27.92482795129697,7561.672842773949
新兴市场,,,,2019-06,31348.00462736602,18132.88417384917,49480.88880121519
爱沙尼亚,Estonia,EST,EE,2019-06,390.75164,10.276994,401.028634
匈牙利,Hungary,HUN,HU,2019-06,206.10455,-101.753534,104.351016
印度,India,IND,IN,2019-06,1168.193088293345,327.3008653428113,1495.493953636156
韩国,Korea (Republic of),KOR,KR,2019-06,8776.8,419.5,9196.3
拉脱维亚,Latvia,LVA,LV,2019-06,3.38802,39.5269,42.91492
黎巴嫩,Lebanon,LBN,LB,2019-06,47.91,73.82,121.73
立陶宛,Lithuania,LTU,LT,2019-06,1624.442656,1.016406,1625.459062
马来西亚,Malaysia,MYS,MY,2019-06,1593.772221517684,,
墨西哥,Mexico,MEX,MX,2019-06,-3205.8,7.9,-3197.9
蒙古,Mongolia,MNG,MN,2019-06,8.563317,4.716336,13.279653
北马其顿,,,,2019-06,1.355208,-1.919878,-0.56467
巴基斯坦,Pakistan,PAK,PK,2019-06,-1.54013,-23.124528,-24.664658
菲律宾,Philippines,PHL,PH,2019-06,1217.055551171037,-35.89582031739275,1181.159730853644
波兰,Poland,POL,PL,2019-06,120.0,127.0,247.0
罗马尼亚,Romania,ROU,RO,2019-06,721.08359,-103.221676,617.861914
塞尔维亚,Serbia,SRB,RS,2019-06,238.29074,-50.8203,187.47044
斯洛伐克,Slovakia,SVK,SK,2019-06,114.176274,109.54598,223.722254
斯洛文尼亚,Slovenia,SVN,SI,2019-06,156.074788,123.775664,279.850452
南非,South Africa,ZAF,ZA,2019-06,-118.35397920204,454.1250420078275,335.7710628057875
斯里兰卡,Sri Lanka,LKA,LK,2019-06,2049.059643273744,9.9162063191689,2058.975849592913
泰国,Thailand,THA,TH,2019-06,-5.42999999999995,1572.14,1566.71
土耳其,Türkiye,TUR,TR,2019-06,-2398.0,192.0,-2206.0
乌克兰,Ukraine,UKR,UA,2019-06,1706.0,21.0,1727.0
巴西,Brazil,BRA,BR,2019-03,2140.32029415,-1206.784911490001,933.5353826599987
保加利亚,Bulgaria,BGR,BG,2019-03,-144.4511508397821,1.294745633271327,-143.1564052065108
智利,Chile,CHL,CL,2019-03,197.6262073075948,173.3892372699883,371.0154445775831
中国,China,CHN,CN,2019-03,1758.146326304289,6840.679120782199,8598.825447086489
克罗地亚,Croatia,HRV,HR,2019-03,-257.6964571428528,-4.5209904761904,-262.2174476190432
捷克,Czechia,CZE,CZ,2019-03,8288.210952632502,15.67177319950695,8303.882725832009
新兴市场,,,,2019-03,23289.45707005059,10473.68243246662,33763.13950251721
爱沙尼亚,Estonia,EST,EE,2019-03,-3.9558666666666,-4.29494095238088,-8.250807619047482
匈牙利,Hungary,HUN,HU,2019-03,-52.10441523809436,59.11195047618948,7.007535238095116
印度,India,IND,IN,2019-03,1727.383945222705,4890.791816917939,6618.175762140644
韩国,Korea (Republic of),KOR,KR,2019-03,799.8,480.1,1279.9
拉脱维亚,Latvia,LVA,LV,2019-03,23.7351999999996,-7.911733333333201,15.8234666666664
黎巴嫩,Lebanon,LBN,LB,2019-03,173.49,77.72,251.21
立陶宛,Lithuania,LTU,LT,2019-03,74.59634285714161,13.22389714285692,87.82023999999853
马来西亚,Malaysia,MYS,MY,2019-03,721.3029301891166,,
墨西哥,Mexico,MEX,MX,2019-03,836.1,613.3,1449.4
蒙古,Mongolia,MNG,MN,2019-03,-11.1878,-0.06121,-11.24901
北马其顿,,,,2019-03,-14.91926857142832,-3.3907428571428,-18.31001142857112
巴基斯坦,Pakistan,PAK,PK,2019-03,-0.7512955,-1.081891,-1.8331865
菲律宾,Philippines,PHL,PH,2019-03,-279.1646510613,405.41393686479,126.24928580349
波兰,Poland,POL,PL,2019-03,3218.0,-99.0,3119.0
罗马尼亚,Romania,ROU,RO,2019-03,-334.4402704761848,12.31969904761884,-322.120571428566
塞尔维亚,Serbia,SRB,RS,2019-03,-1.1302476190476,-1.1302476190476,-2.2604952380952
斯洛伐克,Slovakia,SVK,SK,2019-03,543.0839809523718,0.0,543.0839809523718
斯洛文尼亚,Slovenia,SVN,SI,2019-03,170.7804152380924,-12.31969904761884,158.4607161904735
南非,South Africa,ZAF,ZA,2019-03,143.9887601976101,-708.6110303882384,-564.6222701906283
斯里兰卡,Sri Lanka,LKA,LK,2019-03,2471.103138114522,-4.976347703789529,2466.126790410732
泰国,Thailand,THA,TH,2019-03,-178.41,-511.25,-689.66
土耳其,Türkiye,TUR,TR,2019-03,1349.0,-554.0,795.0
乌克兰,Ukraine,UKR,UA,2019-03,-69.0,10.0,-59.0
巴西,Brazil,BRA,BR,2019-05,-1.568732739999774,-2435.942128000001,-2437.51086074
保加利亚,Bulgaria,BGR,BG,2019-05,81.47506747819067,0.02503509763044104,81.5001025758211
智利,Chile,CHL,CL,2019-05,1642.574383013069,-345.0048033811179,1297.569579631951
中国,China,CHN,CN,2019-05,15909.14314168617,-13407.05901781299,2502.084123873183
克罗地亚,Croatia,HRV,HR,2019-05,129.8531004545465,-3.57906909090912,126.2740313636374
捷克,Czechia,CZE,CZ,2019-05,78.2450201796641,24.5193768172547,102.7643969969188
新兴市场,,,,2019-05,24844.90372941101,-18859.8740498334,5985.029679577608
爱沙尼亚,Estonia,EST,EE,2019-05,48.98850818181857,-7.493675909090969,41.49483227272761
匈牙利,Hungary,HUN,HU,2019-05,424.1196872727307,-158.9330368181831,265.1866504545476
印度,India,IND,IN,2019-05,159.2905629785687,1135.068876156862,1294.359439135431
韩国,Korea (Republic of),KOR,KR,2019-05,5882.4,-2308.7,3573.7
拉脱维亚,Latvia,LVA,LV,2019-05,317.6423818181844,-8.9476727272728,308.6947090909116
黎巴嫩,Lebanon,LBN,LB,2019-05,23.89,73.14,97.03
立陶宛,Lithuania,LTU,LT,2019-05,96.97040318181897,-5.48044954545459,91.48995363636438
马来西亚,Malaysia,MYS,MY,2019-05,-1007.473762182765,,
墨西哥,Mexico,MEX,MX,2019-05,1195.2,92.7,1287.9
蒙古,Mongolia,MNG,MN,2019-05,-12.9022,0.247741,-12.654459
北马其顿,,,,2019-05,5.03306590909095,-1.23030500000001,3.80276090909094
巴基斯坦,Pakistan,PAK,PK,2019-05,0.171595,16.00868,16.180275
菲律宾,Philippines,PHL,PH,2019-05,571.5754206901511,8.989265836155312,580.5646865263063
波兰,Poland,POL,PL,2019-05,-722.0,-136.0,-858.0
罗马尼亚,Romania,ROU,RO,2019-05,28.40886090909114,-24.94163772727293,3.467223181818206
塞尔维亚,Serbia,SRB,RS,2019-05,104.0166954545463,-1.1184590909091,102.8982363636372
斯洛伐克,Slovakia,SVK,SK,2019-05,-14.20443045454557,0.0,-14.20443045454557
斯洛文尼亚,Slovenia,SVN,SI,2019-05,-75.27229681818243,-5.81598727272732,-81.08828409090975
南非,South Africa,ZAF,ZA,2019-05,421.0023948034104,-632.1269916051207,-211.1245968017103
斯里兰卡,Sri Lanka,LKA,LK,2019-05,59.91486259544776,3.740209239753931,63.65507183520169
泰国,Thailand,THA,TH,2019-05,690.41,-597.94,92.46999999999991
土耳其,Türkiye,TUR,TR,2019-05,-421.0,-138.0,-559.0
乌克兰,Ukraine,UKR,UA,2019-05,-771.0,4.0,-767.0
巴西,Brazil,BRA,BR,2019-11,-1035.372585980001,707.5800905699984,-327.7924954100022
保加利亚,Bulgaria,BGR,BG,2019-11,-26.36847134460222,6.220537563675903,-20.14793378092632
智利,Chile,CHL,CL,2019-11,2389.972521267104,1389.716365166832,3779.688886433935
中国,China,CHN,CN,2019-11,9959.654438011807,8856.258955887555,18815.91339389936
克罗地亚,Croatia,HRV,HR,2019-11,-1341.364599999954,-11.93502857142816,-1353.299628571382
捷克,Czechia,CZE,CZ,2019-11,-328.6728421781665,16.40550601679509,-312.2673361613715
新兴市场,,,,2019-11,11017.47644717657,10302.08104653441,21319.55749371098
爱沙尼亚,Estonia,EST,EE,2019-11,-32.37929047618936,0.33152857142856,-32.0477619047608
匈牙利,Hungary,HUN,HU,2019-11,-321.2511857142746,160.6808476190421,-160.5703380952325
印度,India,IND,IN,2019-11,-330.013164838148,3531.196845645171,3201.183680807023
韩国,Korea (Republic of),KOR,KR,2019-11,312.4,-2554.8,-2242.4
拉脱维亚,Latvia,LVA,LV,2019-11,-16.576428571428,1.1050952380952,-15.4713333333328
黎巴嫩,Lebanon,LBN,LB,2019-11,-392.27,-14.33,-406.6
立陶宛,Lithuania,LTU,LT,2019-11,19.78120476190408,-1.21560476190472,18.56559999999936
马来西亚,Malaysia,MYS,MY,2019-11,1928.432044379175,,
墨西哥,Mexico,MEX,MX,2019-11,-1701.3,-743.8,-2445.1
蒙古,Mongolia,MNG,MN,2019-11,-3.73551,0.697327,-3.038183
北马其顿,,,,2019-11,-10.16687619047584,-3.75732380952368,-13.92419999999952
巴基斯坦,Pakistan,PAK,PK,2019-11,700.0730056,3.928231,704.0012366
菲律宾,Philippines,PHL,PH,2019-11,14.13290721161073,-270.4871488970001,-256.3542416853894
波兰,Poland,POL,PL,2019-11,-755.0,-1.0,-756.0
罗马尼亚,Romania,ROU,RO,2019-11,-566.4718190475995,-41.44107142857,-607.9128904761695
塞尔维亚,Serbia,SRB,RS,2019-11,-36.4681428571416,-1.1050952380952,-37.5732380952368
斯洛伐克,Slovakia,SVK,SK,2019-11,83.10316190475903,0.0,83.10316190475903
斯洛文尼亚,Slovenia,SVN,SI,2019-11,73.04679523809271,0.44203809523808,73.48883333333079
南非,South Africa,ZAF,ZA,2019-11,14.86128600009456,-1055.691716406717,-1040.830430406622
斯里兰卡,Sri Lanka,LKA,LK,2019-11,69.14,-35.58933272618159,33.55066727381841
泰国,Thailand,THA,TH,2019-11,125.29,123.67,248.96
土耳其,Türkiye,TUR,TR,2019-11,1427.0,255.0,1682.0
乌克兰,Ukraine,UKR,UA,2019-11,798.0,-16.0,782.0
巴西,Brazil,BRA,BR,2019-10,-3403.55262843,-1142.866718780001,-4546.419347210001
保加利亚,Bulgaria,BGR,BG,2019-10,-9.727578743572211,-18.93611454995663,-28.66369329352884
智利,Chile,CHL,CL,2019-10,2048.557709053574,-70.56747410783694,1977.990234945737
中国,China,CHN,CN,2019-10,1524.752310796964,8738.087875744179,10262.84018654114
克罗地亚,Croatia,HRV,HR,2019-10,-94.94153521738869,-22.87880999999937,-117.8203452173881
捷克,Czechia,CZE,CZ,2019-10,-8349.572171819238,10.23347809261728,-8339.33869372662
新兴市场,,,,2019-10,-10458.04238306922,6858.497538192109,-3599.544844877108
爱沙尼亚,Estonia,EST,EE,2019-10,27.29983608695577,16.02621956521695,43.32605565217271
匈牙利,Hungary,HUN,HU,2019-10,-154.2938104347784,52.49968478260725,-101.7941256521711
印度,India,IND,IN,2019-10,516.614379186657,1741.004534545116,2257.618913731772
韩国,Korea (Republic of),KOR,KR,2019-10,938.7,-597.6,341.1
拉脱维亚,Latvia,LVA,LV,2019-10,2.2105130434782,0.0,2.2105130434782
黎巴嫩,Lebanon,LBN,LB,2019-10,-536.85,-14.16,-551.01
立陶宛,Lithuania,LTU,LT,2019-10,-26.96825913043404,5.636808260869409,-21.33145086956463
马来西亚,Malaysia,MYS,MY,2019-10,-129.2559726915754,,
墨西哥,Mexico,MEX,MX,2019-10,-787.5,-191.7,-979.2
蒙古,Mongolia,MNG,MN,2019-10,-18.5296,0.225912,-18.303688
北马其顿,,,,2019-10,-13.92623217391266,0.0,-13.92623217391266
巴基斯坦,Pakistan,PAK,PK,2019-10,114.876902,-7.089774,107.787128
菲律宾,Philippines,PHL,PH,2019-10,182.0131281770026,87.7338384451293,269.7469666221319
波兰,Poland,POL,PL,2019-10,-2513.0,-90.0,-2603.0
罗马尼亚,Romania,ROU,RO,2019-10,204.3619308695596,-257.856346521732,-53.49441565217242
塞尔维亚,Serbia,SRB,RS,2019-10,119.3677043478228,-2.2105130434782,117.1571913043446
斯洛伐克,Slovakia,SVK,SK,2019-10,78.14163608695436,0.0,78.14163608695436
斯洛文尼亚,Slovenia,SVN,SI,2019-10,-104.4467413043449,1.65788478260865,-102.7888565217363
南非,South Africa,ZAF,ZA,2019-10,1199.206097227059,-1512.759985034134,-313.5538878070749
斯里兰卡,Sri Lanka,LKA,LK,2019-10,56.51,-9.582961989095864,46.92703801090413
泰国,Thailand,THA,TH,2019-10,1310.91,589.6,1900.51
土耳其,Türkiye,TUR,TR,2019-10,-2681.0,-492.0,-3173.0
乌克兰,Ukraine,UKR,UA,2019-10,42.0,46.0,88.0
巴西,Brazil,BRA,BR,2019-09,-2011.365400749999,-1330.056060990001,-3341.421461740001
保加利亚,Bulgaria,BGR,BG,2019-09,29.28342016815676,-4.193461402613763,25.08995876554299
智利,Chile,CHL,CL,2019-09,416.8359370575643,105.240105656336,522.0760427139003
中国,China,CHN,CN,2019-09,12451.03608241327,9435.530466023618,21886.56654843689
克罗地亚,Croatia,HRV,HR,2019-09,1179.728629523835,-3.5212495238096,1176.207380000025
捷克,Czechia,CZE,CZ,2019-09,7756.412983366656,-145.0206321521249,7611.392351214531
新兴市场,,,,2019-09,18533.89686522543,6765.019072987639,25298.91593821307
爱沙尼亚,Estonia,EST,EE,2019-09,-2.09074190476195,-43.1353066666676,-45.22604857142954
匈牙利,Hungary,HUN,HU,2019-09,-394.1598685714371,25.5290590476196,-368.6308095238174
印度,India,IND,IN,2019-09,-138.7914143436817,1058.110528165781,919.3191138220993
韩国,Korea (Republic of),KOR,KR,2019-09,274.9,-627.4,-352.5
拉脱维亚,Latvia,LVA,LV,2019-09,-70.424990476192,-6.602342857142999,-77.027333333335
黎巴嫩,Lebanon,LBN,LB,2019-09,-511.45,-12.08,-523.53
立陶宛,Lithuania,LTU,LT,2019-09,-8.252928571428749,-39.8341352380961,-48.08706380952485
马来西亚,Malaysia,MYS,MY,2019-09,216.9575980408438,,
墨西哥,Mexico,MEX,MX,2019-09,29.0,-598.8,-569.8
蒙古,Mongolia,MNG,MN,2019-09,-11.9135,0.532932,-11.380568
北马其顿,,,,2019-09,-10.89386571428595,-0.99035142857145,-11.8842171428574
巴基斯坦,Pakistan,PAK,PK,2019-09,250.8391517,-13.5972759,237.2418758
菲律宾,Philippines,PHL,PH,2019-09,536.8267878836393,-129.5902704190025,407.2365174646368
波兰,Poland,POL,PL,2019-09,-142.0,-40.0,-182.0
罗马尼亚,Romania,ROU,RO,2019-09,-360.928076190484,-19.47691142857185,-380.4049876190558
塞尔维亚,Serbia,SRB,RS,2019-09,2.200780952381,-1.1003904761905,1.1003904761905
斯洛伐克,Slovakia,SVK,SK,2019-09,-252.6496533333388,0.0,-252.6496533333388
斯洛文尼亚,Slovenia,SVN,SI,2019-09,-211.7151276190522,0.4401561904762,-211.274971428576
南非,South Africa,ZAF,ZA,2019-09,-218.0689384062529,-715.0883224205045,-933.1572608267575
斯里兰卡,Sri Lanka,LKA,LK,2019-09,21.94,-6.897463192894378,15.04253680710562
泰国,Thailand,THA,TH,2019-09,-446.3600000000001,-240.98,-687.3400000000001
土耳其,Türkiye,TUR,TR,2019-09,146.0,120.0,266.0
乌克兰,Ukraine,UKR,UA,2019-09,13.0,-2.0,11.0
巴西,Brazil,BRA,BR,2020-04,-5595.070723559999,-2699.647528250001,-8294.718251810002
保加利亚,Bulgaria,BGR,BG,2020-04,21.05117442287338,-1.345528798961463,19.70564562391192
智利,Chile,CHL,CL,2020-04,-573.2677249328577,75.56458488101171,-497.703140051846
中国,China,CHN,CN,2020-04,7126.092243305142,23202.60831916317,30328.70056246831
克罗地亚,Croatia,HRV,HR,2020-04,29.435749,-4.34476,25.090989
捷克,Czechia,CZE,CZ,2020-04,-968.3279550615525,-14.74044858770569,-983.0684036492582
新兴市场,,,,2020-04,-10401.49029250463,13523.89020126289,3122.399908758258
爱沙尼亚,Estonia,EST,EE,2020-04,-6.082663999999999,-7.711949,-13.794613
匈牙利,Hungary,HUN,HU,2020-04,1494.59744,-235.051516,1259.545924
印度,India,IND,IN,2020-04,-1117.443916580632,-902.9796832657673,-2020.423599846399
韩国,Korea (Republic of),KOR,KR,2020-04,6370.7,-3136.5,3234.2
拉脱维亚,Latvia,LVA,LV,2020-04,1439.20175,0.0,1439.20175
黎巴嫩,Lebanon,LBN,LB,2020-04,-557.34,18.22,-539.12
立陶宛,Lithuania,LTU,LT,2020-04,-337.913709,-1.303428,-339.217137
马来西亚,Malaysia,MYS,MY,2020-04,-454.4222923787382,,
墨西哥,Mexico,MEX,MX,2020-04,-5339.0,416.3,-4922.7
蒙古,Mongolia,MNG,MN,2020-04,-51.160043767479,1.693384794204,-49.466658973275
北马其顿,,,,2020-04,4.127522,-0.217238,3.910284
巴基斯坦,Pakistan,PAK,PK,2020-04,-565.598758,-79.118149,-644.716907
菲律宾,Philippines,PHL,PH,2020-04,-577.6193651860974,-339.6149152674274,-917.2342804535248
波兰,Poland,POL,PL,2020-04,-7271.0,-307.0,-7578.0
罗马尼亚,Romania,ROU,RO,2020-04,-686.906556,17.053183,-669.853373
塞尔维亚,Serbia,SRB,RS,2020-04,-61.91283,-1.08619,-62.99902
斯洛伐克,Slovakia,SVK,SK,2020-04,-299.571202,53.22331,-246.347892
斯洛文尼亚,Slovenia,SVN,SI,2020-04,1653.507037,0.434476,1653.941513
南非,South Africa,ZAF,ZA,2020-04,-249.0309954049554,-282.9457224056302,-531.9767178105856
斯里兰卡,Sri Lanka,LKA,LK,2020-04,1.175527639665287,0.0,1.175527639665287
泰国,Thailand,THA,TH,2020-04,-666.71,-1406.6,-2073.31
土耳其,Türkiye,TUR,TR,2020-04,-2801.0,-847.0,-3648.0
乌克兰,Ukraine,UKR,UA,2020-04,-362.0,6.0,-356.0
巴西,Brazil,BRA,BR,2020-08,1813.882835,298.0469657599996,2111.92980076
保加利亚,Bulgaria,BGR,BG,2020-08,-17.87336925776918,-6.066862077289474,-23.94023133505866
智利,Chile,CHL,CL,2020-08,-552.5372244861147,-133.8560760345793,-686.3933005206941
中国,China,CHN,CN,2020-08,18833.08410392868,2888.080431160263,21721.16453508894
克罗地亚,Croatia,HRV,HR,2020-08,-9.58075714285695,-0.4731238095238,-10.05388095238075
捷克,Czechia,CZE,CZ,2020-08,1915.15233704005,-23.00876955067353,1892.143567489376
新兴市场,,,,2020-08,24161.28977121364,6198.648161858577,30359.93793307222
爱沙尼亚,Estonia,EST,EE,2020-08,-7.3334190476189,1.30109047619045,-6.03232857142845
匈牙利,Hungary,HUN,HU,2020-08,-298.7776857142797,-52.39846190476084,-351.1761476190405
印度,India,IND,IN,2020-08,-73.3876900503944,6304.913225497387,6231.525535446993
韩国,Korea (Republic of),KOR,KR,2020-08,2664.1,-235.5,2428.6
拉脱维亚,Latvia,LVA,LV,2020-08,-43.7639523809515,5.9140476190475,-37.849904761904
黎巴嫩,Lebanon,LBN,LB,2020-08,43.93,-66.33,-22.4
