date,xh_initial,qh_initial,R_b,xh_short,xh_mid,xh_long,qh_short,qh_mid,qh_long
2016-07-01,8.87784090908284e-05,-0.00327847775777834,6.54794520547945e-05,-0.00533471501639268,0.0053795712261001,-0.234911621003565,-0.00831382869035697,0.0051653986187636,0.0857778911428837
2016-07-04,0.0160103988333016,0.0222508868107063,6.52876712328767e-05,0.0106878430399334,0.00536009187422297,-0.234629346250381,0.0160726050928551,0.00636225757987283,0.0855269586863247
2016-07-05,0.000836271725902726,0.00088328075709776,6.51506849315069e-05,-0.00437317331337145,0.0053263443951877,-0.234344433780204,-0.00603627279671294,0.00715719716145885,0.0852745542335762
2016-07-06,0.00293697659772163,0.00359304084720113,6.52054794520548e-05,-0.00219269251817607,0.00532362733686519,-0.234056677507646,-0.00354477742824303,0.00742867336902035,0.0850208777798061
2016-07-07,-0.00212944541158921,0.000439670874945008,6.49315068493151e-05,-0.00723636625059667,0.00537542411019866,-0.233765871347321,-0.00634224157394687,0.00712532693920941,0.0847661293201817
2016-07-08,-0.00550475864110023,-0.00445755901556999,6.37534246575343e-05,-0.0105823911177616,0.00541795757842056,-0.233471809213842,-0.010452830443118,0.00639039739593192,0.0845105088498706
2016-07-11,0.00346147581039258,0.00163965441130087,6.35890410958904e-05,-0.00149494534959716,0.00536563546783568,-0.23317428502182,-0.00332889018136337,0.00541433829095129,0.0842542165326088
2016-07-12,0.0218054337205345,0.0270729711011775,6.34794520547945e-05,0.0171475297004118,0.00513286550474881,-0.23287309268587,0.0231805897756853,0.00438760317603087,0.0839974531095131
2016-07-13,0.00296042380803985,0.00300373934898546,6.37260273972603e-05,-0.00115759805430427,0.00465537908961826,-0.232568026120604,7.43422415732352e-05,0.0034726117030628,0.0837404191026931
2016-07-14,-0.0018611763487435,-0.00959540398484293,6.36438356164384e-05,-0.00521918653729538,0.00395420231951652,-0.232258879240634,-0.0117254758051626,0.00271964792445415,0.0834833149373651
2016-07-15,-0.000146486163161152,0.000678802838629977,6.34246575342466e-05,-0.00256691433795861,0.00307168496566959,-0.231945445960573,-0.000838048607608734,0.0021509587827154,0.0832263442487706
2016-07-18,-0.00435249734454934,-0.00585841144548593,6.32876712328767e-05,-0.00570033234168167,0.00205017679930349,-0.231627520198276,-0.00697059341267925,0.00178877627626929,0.0829697256162387
2016-07-19,-0.00422744189183388,-0.00564481111593573,6.3013698630137e-05,-0.00441466371921797,0.000936459587420372,-0.231304895884552,-0.00655022759907501,0.00162223407755262,0.0827136830630163
2016-07-20,-0.00327255151267003,-0.00311915159076737,6.22739726027397e-05,-0.00228745202894393,-0.000193364224084077,-0.230977366953456,-0.00386991988103787,0.00150536138726963,0.0824584054464592
2016-07-21,0.00460835186557951,0.00757196495619517,6.14794520547945e-05,0.00665036617212479,-0.00121238941038235,-0.230644727339038,0.00711368025543686,0.00124809980441218,0.0822040039061661
2016-07-22,-0.00841193905033644,-0.00807403266877838,6.14246575342466e-05,-0.00556712373470489,-0.00198211805085799,-0.230306770975352,-0.00790927742006388,0.000657720836468439,0.0819504915638893
2016-07-25,0.00177665604187083,0.00118965625195666,6.2e-05,0.00505193729354568,-0.00238453128211881,-0.229963298805356,0.00241370481056594,-0.000371458677172042,0.0816978601723356
2016-07-26,0.0119781236749008,0.015322076297686,6.18904109589041e-05,0.0152862058930316,-0.00239446302938512,-0.229614150346165,0.0177992726756498,-0.00159702604569614,0.0814461014842117
2016-07-27,-0.0157053330845764,-0.0258700338774254,6.23287671232877e-05,-0.0127231703070364,-0.00205095331594822,-0.229259233475904,-0.0222752579844655,-0.00268954461543484,0.081195207252224
2016-07-28,0.000901113652182595,0.00885235535883644,6.14520547945206e-05,0.00324852824286407,-0.00140387500208591,-0.228898570333953,0.0131001094422509,-0.00331996752635408,0.080945169398311
2016-07-29,-0.00534282893633931,-0.00288310874334063,6.13698630136986e-05,-0.00388909961800519,-0.000502974027390796,-0.228532309980376,0.00128003035853172,-0.0032152890911479,0.080695980521337
2016-08-01,-0.0084646044077118,-0.00949148280847323,6.14520547945206e-05,-0.00811027216056823,0.000598696973345343,-0.228160628405904,-0.00620522592120662,-0.00232082140889839,0.080447633257021
2016-08-02,0.00385292164152107,0.00418834877522545,6.13698630136986e-05,0.00296969670288024,0.00183375896772696,-0.227783701601268,0.00580526415194397,-0.000636358576875964,0.0802001197115756
2016-08-03,0.00139853561405445,0.000379170879676316,6.11780821917808e-05,-0.000785553738300172,0.00312753172094343,-0.227401705557201,-0.000389186533033298,0.00176158522770797,0.0799534318588364
2016-08-04,0.0024361908996684,0.00353758686039152,6.09041095890411e-05,-0.00103622531352786,0.00440434310404704,-0.227014816264433,6.52746533145133e-05,0.0044757745707635,0.0797075616726394
2016-08-05,0.00119326896344907,0.0049729321415084,6.05479452054795e-05,-0.00347909177691513,0.00558852098809005,-0.226623209713696,-0.00102201950202299,0.00700622592928926,0.0794625011268203
2016-08-08,0.00906989151698379,0.00939555277168802,6.02739726027397e-05,0.00336181336392689,0.00660439324412475,-0.226227061895722,0.00144230765914638,0.00896992253360503,0.079218242195215
2016-08-09,0.00704970038773367,0.0065156686317096,6e-05,0.000545976717260865,0.0073762877432034,-0.225826548801242,-0.00258818683995953,0.0101235410811231,0.078974776851659
2016-08-10,-0.00418792869468032,-0.00302096177558575,5.95342465753425e-05,-0.0111713812064907,0.00782853235637828,-0.225421846420987,-0.0124638672771891,0.0104632181923837,0.0787320970699885
2016-08-11,-0.00307707486726649,-0.00247356378702612,5.96438356164384e-05,-0.0101484947635345,0.00788545495470167,-0.225013130745689,-0.0114965805677204,0.0100415892855879,0.078490194824039
2016-08-12,0.0188256179330479,0.019155663009113,5.95342465753425e-05,0.0121051603947347,0.00750005990449481,-0.22460057776608,0.0112588521218211,0.00891128977893647,0.0782490620876464
2016-08-15,0.0301102230263217,0.0279805352798053,5.84931506849315e-05,0.0241121198928324,0.00674005755315487,-0.22418436347289,0.0218409807617862,0.00714760020890319,0.0780086911103318
2016-08-16,-0.00447041627620515,-0.00195266272189343,5.84383561643836e-05,-0.00947098714881375,0.00570183474334797,-0.223764663856852,-0.00587493316880181,0.00492155718937144,0.0777690752443576
2016-08-17,-0.00153925849182268,-0.00225291990276866,5.84383561643836e-05,-0.00536333343830604,0.00448177831774025,-0.223341654908697,-0.00371224888630616,0.00244754486976992,0.0775302081176716
2016-08-18,-0.00253776255910831,-0.00885376433537355,5.85479452054795e-05,-0.00510259210503422,0.00317627511899782,-0.222915512619155,-0.00782404037717596,-5.48769961545579e-05,0.0772920833582213
2016-08-19,0.000157527589619955,-0.00107913669064741,5.81643835616438e-05,-0.00116152127212862,0.00188171198978683,-0.22248641297896,0.00224620577375355,-0.00236614865465517,0.0770546945939546
2016-08-22,-0.00838925177264915,-0.00462129396230948,5.82191780821918e-05,-0.00857181075773476,0.000694087673095366,-0.222054531978842,0.000586686658867207,-0.0042667103519851,0.0768180354528192
2016-08-23,0.00151043368027359,0.000301477238468406,5.80821917808219e-05,0.00227896404838056,-0.000310315463266753,-0.221620045609532,0.00681119389416385,-0.00558862647546413,0.0765820995627626
2016-08-24,-0.00358186981384445,-0.00476190476190486,5.82191780821918e-05,-0.00205071632642898,-0.00112825905703199,-0.221183129861763,0.00250722059748944,-0.00637045797667845,0.0763468805517328
2016-08-25,-0.00627353702558076,-0.00545091151353638,5.85479452054795e-05,-0.00415312838668854,-0.00177466872239886,-0.220743960726265,0.00212549415124058,-0.00670238994828086,0.0761123720476772
2016-08-26,-0.000568152627554719,-0.00176603130138231,5.82739726027397e-05,0.00198324146103487,-0.00226447007356591,-0.220302714193771,0.00575572520296477,-0.00667460748292414,0.0758785676785438
2016-08-29,0.000208642643532597,0.000244021473889688,5.83561643835617e-05,0.00304785074609251,-0.00261258872473167,-0.21985956625501,0.00743939828449804,-0.00637729567326107,0.0756454610722802
2016-08-30,0.00127275695481544,0.00426933398389862,5.84383561643836e-05,0.00427170590167099,-0.00283395029009465,-0.219414692900716,0.0109567994999631,-0.00590063961194445,0.075413045856834
2016-08-31,0.0047705458047882,0.00528361472124383,5.89041095890411e-05,0.00781626069231706,-0.0029434803838534,-0.21896827012162,0.0113718362744629,-0.00533482439162707,0.0751813156601531
2016-09-01,-0.00787609795089239,-0.0117199299220684,5.8986301369863e-05,-0.00488149376026021,-0.00295610462020643,-0.218520473908452,-0.00623208606749253,-0.00477003510496172,0.0749502641101851
2016-09-02,0.00379515262389529,0.00525704505165336,5.81643835616438e-05,0.00665588483217197,-0.0028867656994111,-0.218071480251945,0.0102335764042919,-0.00429645684460118,0.0747198848348777
2016-09-05,0.00168069255395853,0.00316205533596836,5.8986301369863e-05,0.00434461890290386,-0.00275511837809655,-0.21762146514283,0.00778343859039958,-0.00398117497771873,0.0744901714621786
2016-09-06,0.00691331694621167,0.00897132812026436,5.89041095890411e-05,0.00935687244011633,-0.00260035888567548,-0.217170604571839,0.0133684279853243,-0.00379885777741766,0.0742610994278838
2016-09-07,-0.000541489784989691,0.000360468609191811,5.8986301369863e-05,0.00170594060428099,-0.00247012531641009,-0.216719074529702,0.00461575037334304,-0.00370099398449577,0.0740325643609631
2016-09-08,-0.00037715291455398,-0.00060056453065882,5.8986301369863e-05,0.00174715840478369,-0.00241300530274084,-0.216267051007151,0.00354696500067272,-0.00363902827491714,0.0738044178255527
2016-09-09,-0.00644396267771796,-0.00576888408148546,5.90684931506849e-05,-0.00432100410931807,-0.00247758647710815,-0.215814709994918,-0.00174344033525808,-0.00356440740719826,0.0735765134683411
2016-09-12,-0.0167086593290015,-0.0224841341795105,5.96438356164384e-05,-0.0144165269082499,-0.00271244769674419,-0.215362236258943,-0.0186435091910453,-0.00342858042004833,0.0733487072162098
2016-09-13,-0.000695764114509889,0.00340072961108029,6.01369863013699e-05,0.00195364143891506,-0.00313494942613315,-0.214909845350651,0.00694973390651454,-0.00318732680993923,0.0731208549960401
2016-09-14,-0.00662509623258989,-0.0178087256593541,5.96164383561644e-05,-0.00353749601818622,-0.00363772178636918,-0.214457732735809,-0.01468489112378,-0.00281374790439338,0.0728928127347132
2016-09-19,0.00753072963785173,0.00821883430579073,5.97808219178082e-05,0.0109990806822611,-0.00408225800454277,-0.214006043166927,0.0107615333408779,-0.00228527548869586,0.0726644363591105
2016-09-20,-0.00175292358233836,0.000124455507156229,5.98356164383562e-05,0.0019003691018253,-0.00433006290722226,-0.213554909797034,0.00190763662733189,-0.0015793413481317,0.0724355817961135
2016-09-21,0.00283661816172409,0.00690642110502737,6.01369863013699e-05,0.00637099978797602,-0.00427296317283975,-0.213104465779163,0.00775364373125251,-0.000697735777169119,0.0722061049726033
2016-09-22,0.00749393872603044,0.0080949144163629,6e-05,0.0106188004967451,-0.00392407288728244,-0.212654844266344,0.00792911384171647,0.000260316892991166,0.0719758618154613
2016-09-23,-0.00469445052140305,-0.00441338727473339,6.0027397260274e-05,-0.00222615165194691,-0.0033268279883013,-0.212206178411607,-0.00554554137587132,0.00117123382196529,0.071744708251569
2016-09-26,-0.0169095177475143,-0.0134219923654723,5.99452054794521e-05,-0.0153012590731337,-0.00252466441364731,-0.211758601367984,-0.0153500959374205,0.00191143216936939,0.0715125002078075
2016-09-27,0.00635659011017675,0.00624063904143779,6e-05,0.00695552203071353,-0.00157164308421586,-0.211312246288506,0.00378089469337938,0.00238715883710184,0.0712790936110582
